legacy_id,name,title,description,material,color,care,year,main_image,image,image2,category,sub_category
"27","Lureth","Chair","Blending craftsmanship with quiet sophistication, Lureth brings a touch of warmth and luxury into spaces that value design with meaning. The rich wooden frame paired with a handwoven cane backrest and an intricately patterned upholstered seat creates a piece that feels both timeless and expressive.","Solid Wood Frame / Handwoven Cane Backrest / Premium Upholstered Fabric Seat / Matte Lacquer Finish","Walnut Brown Frame with Patterned Terracotta Seat","Clean cane gently with a dry brush. Dust wooden surfaces regularly. Dab fabric with a mild upholstery cleaner when needed. Avoid prolonged sun exposure to preserve color and material longevity.","2024 Collection","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799653/destrezza/migrated/cxqyjuzpvnffdk3rxzd6.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799655/destrezza/migrated/nxzwkxdughli9iyv3xos.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799657/destrezza/migrated/nmgn2cmxojfqcsm7meca.jpg","Living","Chairs & Loveseats"
"28","Malvera","Bed Cot","Where elegance meets strength. Malvera blends contemporary structure with soft, inviting comfort, creating a bed that enhances modern living. With its sleek frame, refined design language, and warm earthy bedding tones, Malvera brings balance, beauty, and lasting comfort to any bedroom space.","Solid Wood Frame / Powder-Coated Metal Posts / Premium Upholstered Headboard / High-Durability Finish","Olive Green Frame with Mustard & Taupe Bedding Accents","Dust regularly with a dry cloth. Clean the frame gently using a soft damp cloth. Avoid harsh chemicals. Rotate and air bedding fabrics to maintain freshness and longevity.","2024 Collection","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799661/destrezza/migrated/rb3bpexu13x54dyt1yz1.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799664/destrezza/migrated/cqnc3446xgeqa1zsyhy8.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799666/destrezza/migrated/tclnvkzvzgvrbbw9uoa4.jpg","Bedroom","Bed Cot"
"29","Meridian","Console","The Meridian Console is a striking blend of modern curves and timeless craftsmanship. Its sweeping edges and diagonal panel details create a bold yet refined silhouette, designed to serve as both a functional storage solution and an aesthetic statement. Perfect for living rooms, dining areas, or entryways, it offers ample storage while enhancing interiors with a sense of understated luxury.","FSC-Certified Solid Oakwood Frame & Panels / Veneered Finish with Diagonal Detailing / Matte Water-Based Lacquer","Warm Walnut Frame with Contrasting Golden-Bronze Toned Panels","Dust regularly with a soft dry cloth. Clean spills immediately with a slightly damp cloth. Avoid direct sunlight, excess heat, and abrasive cleaners. Use mats or runners to protect the surface from scratches.","2024 Collection","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799670/destrezza/migrated/atqmv3eqreprxq7gsehm.png","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799675/destrezza/migrated/omlkf8endfewscqrw8jw.png","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799680/destrezza/migrated/l03scvj9nucj3qdpuhun.png","Living","Consoles"
"30","Noir","Console","The Noir Console is crafted for those who appreciate the beauty of simplicity. With its elegantly fluted wooden doors and refined proportions, it embodies quiet sophistication. Functional at its core, yet graceful in presence, Noir serves as both a storage solution and a statement of modern minimalism — enhancing the ambience of any space it inhabits.","Solid Wood Frame / Fluted Veneer Sliding Doors / Concealed Storage Compartments / Matte Lacquer Finish","Warm Walnut Brown with Subtle Satin Texture","Dust with a soft, dry cloth. Wipe spills immediately to prevent marks. Avoid direct sunlight, heat, and humidity. Use coasters or mats to protect the surface from scratches or moisture rings.","2024 Collection","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799681/destrezza/migrated/u6ls5wzv3ecqgdhpp1oh.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799683/destrezza/migrated/vu8swcwpdjxvu7sajmzm.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799685/destrezza/migrated/jhj7s3qtiftbuyzfkhts.jpg","Living","Consoles"
"31","Nuvra","Center Table","The Nuvra Center Table is a gentle expression of balance and beauty. With its sculpted triangular base wrapped in natural cane and a smooth solid wood top, it brings warmth and character to any living space. Nuvra’s rounded edges and seamless proportions turn simplicity into elegance, making it a versatile centerpiece that blends craftsmanship with contemporary charm.","Solid Wood Top / Natural Rattan Cane Wrapped Base Panels / Matte Lacquer Finish / Hidden Joinery Detailing","Deep Walnut Brown with Natural Cane Accents","Dust regularly using a soft, dry cloth. Wipe spills immediately with a damp cloth and dry thoroughly. Avoid direct sunlight, moisture, and harsh chemicals. Use coasters or placemats to protect the tabletop from heat and water rings.","2024 Collection","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799698/destrezza/migrated/m8mm7xsfj5ooxt4q3xqf.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799709/destrezza/migrated/jhwnkgc35kv40utwduid.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799725/destrezza/migrated/hrqdvh9jc05j1ttnylre.jpg","Living","Coffee Tables"
"32","Orren","Chair","The Orren Chair is a seamless blend of tradition and modernity. Its handcrafted cane backrest brings timeless warmth, while the vibrant orange cushion adds a lively contemporary touch. Designed with soft curves and a graceful silhouette, Orren offers both comfort and elegance, making it a welcoming addition to dining rooms, cafes, and living spaces alike.","Solid Wood Frame / Handwoven Natural Rattan Cane Backrest / Premium Upholstered Cushion / Matte Water-Based Lacquer Finish","Walnut Brown Frame with Natural Cane & Burnt Orange Upholstered Seat","Dust wood and cane using a dry cloth. Vacuum the cushion gently with a soft brush attachment. Clean fabric with mild upholstery cleaner when needed. Avoid direct sunlight and moisture to preserve color and texture.","2024 Collection","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799775/destrezza/migrated/ti4gmmpr0xzxiopfwtmy.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799889/destrezza/migrated/yvsggciyzf19zklfggxx.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799895/destrezza/migrated/griqmpfpcioffejhwfpl.jpg","Dining","Dining Chairs"
"33","Orvessa","Night Stand","The Orvessa Night Stand brings together classic form and modern refinement in perfect harmony. Crafted with a smooth cylindrical profile, it anchors the bedside with understated sophistication. Two seamlessly curved drawers offer discreet storage while maintaining the table’s sculptural integrity. Designed for modern bedrooms, Orvessa stands out through its elegant geometry and natural wood finish.","Solid Wood Structure / Dual Soft-Closing Drawers / Concealed Metal Runners / Matte Lacquer Finish","Rich Walnut Brown with Subtle Satin Finish","Dust regularly with a soft, dry cloth. Wipe spills immediately to prevent staining. Avoid direct sunlight and high humidity. Use coasters for decorative items to protect the wooden surface from scratches or moisture rings.","2024 Collection","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799898/destrezza/migrated/ulearj0j1sy0ljdsgoeq.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799901/destrezza/migrated/eynxchuimi3eg7nbvcms.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799903/destrezza/migrated/oqa4mnenj5iv5nfvw5yc.jpg","Bedroom","Nightstands"
"34","Orvessa","Bed Cot","The Orvessa Bed Cot is a timeless ode to vintage-inspired design. With its bold wooden frame and refined detailing, it merges strength with serenity, transforming rest into an experience of grace. The extended headboard enhances visual balance while adding a sculptural presence to the bedroom. Crafted to elevate modern interiors, Orvessa offers the perfect harmony of comfort, elegance, and craftsmanship.","Solid Wood Frame / Precision Joinery / Matte Lacquer Finish / Extended Headboard Panel","Rich Walnut Brown with Satin Finish","Dust regularly with a soft cloth. Avoid harsh chemicals or abrasive cleaners. Keep away from prolonged direct sunlight and moisture. Use a mattress protector to extend fabric longevity.","2024 Collection","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799906/destrezza/migrated/epeaxtr9mhyiqxxyhwpq.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799907/destrezza/migrated/ykayeyvkpkmkk7sudc5v.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799909/destrezza/migrated/botqftbu5msnsntrgpvs.jpg","Bedroom","Beds"
"35","Ravelle","Bed Cot","The Ravelle Bed Cot blends elegance with organic charm. Its handcrafted cane panels soften the clean wooden structure, creating a design that feels airy, natural, and effortlessly luxurious. The rounded top frame adds a subtle sculptural touch while maintaining a minimal silhouette. Ravelle transforms the bedroom into a sanctuary of calm refinement, celebrating comfort through thoughtful craftsmanship.","Solid Wood Frame / Natural Handwoven Rattan Cane Headboard Panels / Matte Lacquer Finish / Rounded Top Rail","Deep Walnut Brown Frame with Natural Cane Details","Dust regularly with a soft, dry cloth. Avoid excessive moisture on cane surfaces. Keep away from direct sunlight to preserve the natural tones. Use a mattress protector to maintain fabric freshness.","2024 Collection","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799911/destrezza/migrated/qemnm7b3hwxtesvwf4mu.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799913/destrezza/migrated/jbbk4iuwybfvqilxkfsx.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799917/destrezza/migrated/gejr0hthaz0galaxcotj.jpg","Bedroom","Beds"
"36","Savannah","Night Stand","The Savannah Night Stand blends traditional charm with modern functionality. Designed as part of the Savannah collection, it features a graceful wooden frame accented by a natural rattan drawer front. The turned wooden legs add a classic touch, while the light-toned finish brings an airy, timeless elegance to your bedroom. Both drawers provide ample storage, making it as practical as it is beautiful.","Solid Wood Frame / Natural Rattan Cane Drawer Front / Wooden Turned Legs / Matte Water-Based Lacquer Finish","Light Ash Wood with Natural Cane Accents","Dust regularly with a soft, dry cloth. Avoid using harsh chemicals or water directly on cane surfaces. Wipe wood gently with a slightly damp cloth and dry immediately. Keep away from direct sunlight and heat to preserve the natural finish.","2024 Collection","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799919/destrezza/migrated/pb3wwfw1flkxbiljkx8x.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799920/destrezza/migrated/dbha2rhgeokdh4lulbdy.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799922/destrezza/migrated/kriqhzwfdnr90v2junvc.jpg","Bedroom","Nightstands"
"37","Savannah","Bed Cot","The Savannah Bed Cot is more than a place to rest — it is a sanctuary of comfort and elegance. With its handcrafted cane panels, sculpted wooden posts, and refined classic silhouette, it carries a timeless charm. Designed to bring warmth and calmness to the bedroom, Savannah blends artisanal detail with graceful presence, transforming your space into a haven of serene, refined living.","Solid Wood Frame / Handwoven Natural Cane Headboard and Footboard Panels / Decorative Turned Posts / Matte Lacquer Finish","Soft Ivory Wood with Natural Cane Detailing","Dust regularly with a soft cloth. Clean cane gently with a dry brush. Avoid harsh chemicals and protect from prolonged sunlight. Use a mattress protector to maintain bedding freshness and longevity.","2024 Collection","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799923/destrezza/migrated/l4mmrffrjkvxggylqpcu.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799925/destrezza/migrated/bkcyoz1thz8vuqnqhq4r.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799926/destrezza/migrated/qkoea8hlagf3b2fp7ywj.jpg","Bedroom","Beds"
"38","Serra","Single Seater","The Serra Single Seater is an expression of calm sophistication. Designed with soft, enveloping curves and textured upholstery, it embraces you with comfort while maintaining a timeless contemporary profile. Its sleek matte-black wooden frame adds structure and elegance, making Serra a refined addition to living spaces, reading corners, and modern lounges.","Solid Wood Frame with Matte Black Finish / Premium Textured Upholstery / High-Density Foam Padding / Ergonomic Curved Backrest","Ivory Textured Fabric with Matte Black Frame","Vacuum regularly with a soft brush attachment. Blot spills immediately with a clean, dry cloth. Use mild fabric cleaner when needed. Avoid placing in direct sunlight to preserve the upholstery tone and texture.","2024 Collection","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799929/destrezza/migrated/ciubjxc8evvopw9tobjj.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799930/destrezza/migrated/is644i0lyaj7s5oqpals.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799933/destrezza/migrated/fslfxognvok8d0lfjedi.jpg","Living","Accent | Lounge Chairs"
"39","Sylvara","Bed Cot","The Sylvara Bed Cot blends refreshing style with a calming aesthetic inspired by open skies. Its soothing aqua-toned frame, paired with handcrafted cane panels, creates a serene atmosphere in any bedroom. With elegant turned legs, soft curves, and a matching bench at the foot, Sylvara brings harmony, comfort, and a touch of artistic charm to modern living spaces.","Solid Wood Frame / Handcrafted Cane Headboard & Footboard / Premium Upholstered Bench / Matte Lacquer Finish","Aqua Blue Frame with Natural Cane Weave / Beige Upholstered Bench","Dust wood and cane surfaces regularly with a soft dry cloth. Avoid direct sunlight to preserve color and cane integrity. Clean upholstered sections with mild fabric cleaner as needed. Keep away from excessive moisture.","2024 Collection","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799935/destrezza/migrated/qllgtqvnfvhykoqmbtea.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799937/destrezza/migrated/g0p41da7w4egl5aap986.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799939/destrezza/migrated/umic9hyl1iybeq29jltu.jpg","Bedroom","Beds"
"40","Thaliora","Night Stand","The Thaliora Night Stand captures the essence of timeless craftsmanship through its clean lines and balanced form. Designed to complement the Thaliora Bed Cot, it blends vintage inspiration with modern practicality. Its warm wooden tone, spacious open shelf, and discreet drawer make it ideal for bedside storage while adding refined sophistication to any bedroom setting.","Solid Wood Frame / Engineered Wood Drawer Base / Matte Lacquer Finish / Precision Joinery","Warm Walnut Brown with Subtle Matte Sheen","Wipe with a soft, dry cloth. Avoid using harsh chemicals or abrasive materials. Use coasters for items that may cause moisture or stains. Keep away from direct sunlight and high humidity to preserve the finish.","2024 Collection","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799941/destrezza/migrated/oo1nfgdzqczxhg3dt5nz.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799942/destrezza/migrated/ndt4y6hypxsunszhgaug.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799944/destrezza/migrated/axfekoodlkmhptpyf8jj.jpg","Bedroom","Nightstands"
"41","Thaliora","Bed Cot","The Thaliora Bed Cot is a tribute to vintage-inspired craftsmanship, blending intricate spindle work with timeless elegance. Its gracefully carved four-poster structure adds grandeur while maintaining a warm, inviting presence. The rich wooden texture and refined detailing make Thaliora the centerpiece of any bedroom—bringing heritage charm into modern living with comfort and sophistication.","Solid Wood Frame / Hand-Turned Spindle Headboard & Footboard / Four-Poster Bed Structure / Matte Water-Based Lacquer Finish","Warm Walnut Brown","Dust regularly using a soft dry cloth. Avoid direct sunlight and excessive moisture to preserve the wood’s natural tone. For deeper cleaning, use a mild wood-safe polish. Periodically check and tighten structural joints for longevity.","2024 Collection","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799945/destrezza/migrated/o7fcaf95krpul0n9tran.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799946/destrezza/migrated/dt1mvapqgf4phliobiai.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799948/destrezza/migrated/yde38pvo0r9mbdrcjtx5.jpg","Bedroom","Beds"
"42","Wellash","Chair","The Wellash Chair is an ode to minimal elegance and timeless design. With its fluid curved backrest and slender frame, it showcases masterful craftsmanship while offering lightweight comfort. The natural rattan seat complements the warm wooden finish, making it an ideal choice for dining areas, reading nooks, or serene lounge settings. Designed to blend seamlessly into modern and traditional spaces, the Wellash is simplicity perfected.","FSC-Certified Solid Oakwood Frame / Natural Rattan Cane Seat / Matte Water-Based Lacquer Finish","Natural Wood (Rich Walnut Tone) with Light Rattan Seat","Dust regularly with a soft dry cloth. Avoid direct sunlight, excessive moisture, and abrasive cleaners. Protect rattan from heavy loads to preserve its weave. Tighten joints periodically every 6–8 months.","2024 Collection","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799950/destrezza/migrated/wzb3jhxjtmv4atppp4sp.png","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799952/destrezza/migrated/y6xb7ul7qm3upmuz6pey.png","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799954/destrezza/migrated/gvh1mppyr5wizwwtjjjy.png","Living","Chairs & Loveseats"
"43","Zereth","Console","The Zereth Console is where design meets distinction. Built with clean geometry and accented with vertical fluted detailing, it balances modern minimalism with bold presence. Its rich wood grain, seamless storage layout, and elevated base create depth and sophistication—making Zereth an elegant anchor for living rooms, entryways, or dining spaces.","Solid Wood Frame / Veneered Panels / Vertical Fluted Detailing / Matte Water-Based Lacquer Finish","Warm Walnut Brown","Dust with a soft dry cloth. Clean spills immediately with a slightly damp cloth. Avoid harsh chemicals and prolonged sunlight exposure. Use coasters or runners to protect the surface.","2024 Collection","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799956/destrezza/migrated/pr1xxvo6k9zm53y7zvse.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799957/destrezza/migrated/ssuv2slbwa5fnmsqyofy.jpg","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799959/destrezza/migrated/fr3cby2la7swsfd2ezzu.jpg","Living","Consoles"
"44","Zig Zag","Single Seater","The Zig Zag Single Seater is a statement piece that merges bold patterns with refined comfort. Featuring geometric patterned armrests paired with a neutral upholstered seat, it balances artistic expression with everyday functionality. Designed for modern living rooms, cozy reading corners, or stylish lounges, it invites you to relax in effortless elegance.","FSC-Certified Solid Oakwood Frame / Upholstered Fabric Seat & Backrest / Patterned Fabric Armrests / Matte Water-Based Lacquer Finish","Natural Wood Base with Beige Upholstery and Black-White Geometric Patterned Armrests","Vacuum or brush lightly to remove dust. Spot clean fabric with mild upholstery cleaner. Keep away from direct sunlight and moisture. Avoid harsh cleaners on wood surfaces. Tighten joints periodically every 6–8 months.","2024 Collection","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799963/destrezza/migrated/sl0axaau244cikjfdeqq.png","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799966/destrezza/migrated/psb4o3vgvcgxebifvvkc.png","https://res.cloudinary.com/dubgo0vue/image/upload/v1776799969/destrezza/migrated/amua4eon69ezxmqxvx7v.png","Living","Accent | Lounge Chairs"
